student_id,attendance,internal1,internal2,assignments,study_hours,previous_marks,final_score
S3893,78.23,41.77,48.12,83.45,0.83,70.95,59.44
S3894,82.62,25.16,55.73,10.09,2.86,47.17,40.87
S3895,100.0,50.12,79.89,69.44,4.47,51.42,84.54
S3896,43.74,83.95,61.24,85.85,0.81,53.59,55.09
S3897,100.0,57.83,58.65,89.89,0.67,72.99,77.32
S3898,70.69,35.88,39.52,56.05,2.75,67.72,44.86
S3899,79.31,51.26,76.14,63.98,0.52,62.72,71.02
S3900,74.32,33.22,50.26,57.68,2.45,76.74,64.9
S3901,68.64,39.75,60.2,62.15,0.24,71.44,56.05
S3902,66.45,67.0,88.64,49.36,2.32,60.07,64.03
S3903,79.94,38.87,71.16,52.21,1.73,47.4,49.69
S3904,52.24,80.03,32.69,78.69,0.29,51.06,46.21
S3905,86.26,58.72,30.15,72.63,2.51,40.06,57.28
S3906,68.76,61.54,60.84,79.83,1.42,67.39,69.84
S3907,58.05,54.99,40.17,74.28,0.59,50.34,46.73
S3908,68.25,73.91,73.67,84.09,1.05,56.58,78.62
S3909,93.86,74.1,62.76,87.56,1.63,62.83,67.41
S3910,66.97,66.03,64.98,35.17,0.23,82.75,57.99
S3911,80.38,70.17,49.28,52.91,7.59,80.79,65.18
S3912,64.04,56.18,93.34,65.37,2.63,64.07,62.83
S3913,86.37,69.76,100.0,69.55,0.26,86.51,62.49
S3914,85.28,53.92,56.99,56.6,4.15,30.79,53.43
S3915,100.0,60.04,68.35,88.24,0.93,96.91,75.27
S3916,72.37,55.06,63.75,100.0,2.18,76.77,65.04
S3917,85.03,51.77,57.33,73.72,0.78,66.75,65.02
S3918,76.47,47.6,47.02,71.69,3.17,49.85,59.91
S3919,94.44,68.42,42.47,86.99,3.08,57.55,64.69
S3920,64.22,83.59,41.56,32.68,1.93,75.36,48.71
S3921,86.18,81.08,69.29,70.57,0.66,75.75,79.4
S3922,72.08,37.38,52.65,89.58,0.7,76.36,49.32
S3923,74.04,83.21,15.59,57.14,1.16,52.62,49.11
S3924,76.38,54.27,70.01,45.47,0.38,49.19,50.78
S3925,78.78,70.81,61.31,66.28,0.99,68.32,67.87
S3926,73.26,43.69,86.24,68.79,2.77,78.09,71.71
S3927,78.22,62.56,68.72,51.83,4.26,65.05,61.18
S3928,98.67,65.65,35.38,100.0,0.97,90.19,70.76
S3929,89.78,33.28,21.87,60.43,0.64,65.56,51.99
S3930,88.04,70.95,49.05,46.93,4.29,64.99,72.52
S3931,68.17,84.23,50.75,68.13,5.31,76.4,53.91
S3932,61.66,56.86,78.98,88.16,1.27,85.73,69.48
S3933,89.33,84.48,61.84,70.35,0.07,42.06,68.65
S3934,88.14,56.59,82.41,79.71,2.85,45.99,65.59
S3935,97.09,75.29,38.15,52.57,3.68,59.67,64.61
S3936,65.94,20.07,79.37,99.75,0.04,100.0,65.8
S3937,71.56,100.0,74.98,81.23,2.17,60.56,75.71
S3938,50.41,86.92,25.67,90.95,2.13,62.93,69.07
S3939,69.11,54.88,85.81,77.3,1.14,75.51,65.9
S3940,89.95,24.5,63.68,86.5,3.32,81.61,63.08
S3941,68.0,65.18,69.06,52.54,1.34,67.89,58.1
S3942,84.61,34.01,46.43,60.17,2.71,84.79,59.42
S3943,72.14,68.01,84.95,96.93,1.75,44.7,68.32
S3944,79.86,67.41,40.65,100.0,0.69,51.98,62.2
S3945,57.78,43.05,76.98,47.06,2.24,84.76,55.21
S3946,76.28,80.18,76.77,74.99,3.2,65.19,69.02
S3947,30.13,74.5,44.46,61.38,8.75,43.54,45.61
S3948,72.2,77.56,97.7,56.06,1.15,42.52,68.85
S3949,50.54,60.16,66.17,75.7,0.16,51.21,52.75
S3950,93.09,34.52,73.77,92.82,10.61,65.04,74.34
S3951,86.66,77.6,34.51,79.03,2.35,72.95,65.08
S3952,82.0,55.13,100.0,63.61,7.03,59.41,68.2
S3953,97.82,34.98,39.96,80.3,0.26,71.54,68.16
S3954,60.77,84.34,80.45,62.8,1.0,57.57,63.21
S3955,100.0,97.79,44.09,78.24,0.35,85.81,77.6
S3956,88.98,59.26,50.86,97.93,4.33,100.0,66.92
S3957,71.45,98.86,76.2,28.46,5.1,58.33,53.37
S3958,92.03,61.64,80.5,85.95,1.67,73.16,69.08
S3959,58.41,53.15,39.12,39.22,0.5,71.77,33.54
S3960,62.63,48.65,81.63,94.57,0.33,67.36,61.38
S3961,65.87,89.47,80.81,57.26,2.13,76.11,76.6
S3962,67.07,45.96,45.12,45.65,1.69,73.14,44.56
S3963,59.15,73.23,90.78,83.91,2.85,56.99,54.66
S3964,93.35,49.94,35.78,77.28,0.87,87.38,70.25
S3965,71.12,51.71,50.75,50.02,1.24,68.43,50.38
S3966,80.29,78.54,70.62,44.94,0.05,58.46,62.42
S3967,66.44,53.16,46.64,66.25,2.26,100.0,62.37
S3968,47.69,52.71,66.75,45.92,1.32,63.02,52.8
S3969,79.05,80.39,66.34,48.77,6.05,69.33,70.89
S3970,46.32,88.75,58.63,72.31,2.46,67.98,65.34
S3971,73.97,71.6,76.98,50.68,1.22,62.79,52.23
S3972,54.48,48.21,57.89,78.53,0.73,72.63,45.76
S3973,100.0,50.81,66.17,99.8,5.66,50.64,78.28
S3974,88.67,61.44,82.64,67.03,0.04,75.14,63.88
S3975,76.59,65.78,76.23,72.6,0.95,35.11,58.39
S3976,93.96,42.22,76.15,100.0,6.9,42.93,62.33
S3977,62.31,73.01,41.31,46.25,2.55,96.04,53.83
S3978,83.15,61.54,71.45,93.82,1.83,43.64,64.64
S3979,78.0,29.12,46.19,91.42,0.55,31.68,46.09
S3980,78.96,43.28,38.93,87.09,4.3,44.07,49.48
S3981,94.09,50.93,60.71,95.83,0.55,94.58,71.87
S3982,85.99,58.69,45.72,75.61,0.68,34.54,52.67
S3983,79.33,94.01,76.23,58.34,0.51,48.75,64.12
S3984,50.18,64.29,76.66,91.89,0.41,40.21,45.63
S3985,60.6,44.87,27.75,92.66,7.35,60.34,64.91
S3986,73.16,63.97,47.09,92.11,2.21,57.59,66.83
S3987,76.4,53.66,35.72,70.89,2.44,56.83,51.54
S3988,58.05,65.85,53.67,55.68,7.41,96.55,54.73
S3989,100.0,70.45,70.19,73.83,0.63,44.62,69.04
S3990,97.75,81.77,57.64,88.84,0.01,63.26,71.88
S3991,84.03,59.56,51.38,90.49,2.19,70.76,57.29
S3992,76.08,89.5,85.4,61.41,1.7,48.34,53.59
S3993,71.82,76.34,20.51,76.31,1.56,73.27,53.72
S3994,60.72,47.27,84.26,43.82,0.15,58.2,44.58
S3995,76.16,99.78,52.2,89.7,1.45,71.36,71.78
S3996,78.87,65.89,60.59,54.33,0.81,63.16,60.95
S3997,56.37,44.97,52.51,85.71,0.77,30.14,44.0
S3998,80.01,89.75,89.77,47.01,0.6,87.2,68.77
S3999,72.67,97.4,39.84,90.63,0.97,100.0,80.27
S4000,46.38,59.41,62.21,76.44,1.05,62.0,58.76
S4001,62.09,50.93,71.49,54.37,0.89,49.73,50.87
S4002,68.8,56.9,33.0,83.83,9.24,90.6,75.19
S4003,100.0,72.87,45.44,58.19,6.48,97.14,63.16
S4004,83.35,83.0,59.33,84.99,2.05,62.13,64.41
S4005,54.97,70.27,46.04,64.52,9.52,61.28,56.91
S4006,82.29,61.83,47.32,35.58,11.36,63.64,50.6
S4007,51.79,86.96,55.7,50.35,1.06,36.53,63.96
S4008,91.24,54.37,73.69,61.39,1.41,60.05,65.44
S4009,67.93,78.56,55.83,97.36,7.67,94.15,66.98
S4010,73.6,54.81,81.41,88.02,2.25,62.13,68.87
S4011,94.89,67.76,44.04,100.0,0.57,47.32,66.98
S4012,55.69,57.96,39.47,100.0,2.81,73.44,55.33
S4013,54.04,58.99,96.67,59.3,0.55,53.66,51.93
S4014,66.25,53.21,50.16,66.23,0.99,63.87,45.44
S4015,90.58,84.21,38.4,61.77,0.62,43.43,74.21
S4016,52.21,46.81,30.64,56.57,0.67,47.38,33.99
S4017,32.52,46.68,81.35,33.17,0.01,77.54,56.66
S4018,68.23,98.18,55.86,69.71,5.1,66.97,62.5
S4019,83.28,77.6,57.43,44.29,0.84,51.81,64.81
S4020,93.0,17.07,59.13,69.32,0.22,67.03,58.49
S4021,68.05,49.83,80.23,100.0,0.22,54.68,67.59
S4022,68.83,27.38,58.77,59.81,1.95,51.68,53.94
S4023,92.31,42.89,100.0,73.9,11.88,84.79,67.49
S4024,46.95,3.51,64.41,88.13,0.38,78.31,42.5
S4025,69.17,57.53,81.11,75.61,0.25,64.64,54.74
S4026,77.86,39.45,76.49,75.85,1.38,67.45,62.6
S4027,81.74,61.08,61.34,62.75,1.99,64.86,53.87
S4028,67.35,30.75,51.43,65.36,0.84,73.28,38.94
S4029,75.52,61.49,67.98,50.8,0.86,51.41,56.54
S4030,37.68,52.53,71.18,86.92,1.33,79.66,42.57
S4031,65.13,87.04,51.69,35.17,0.91,71.01,58.41
S4032,81.8,85.4,64.99,89.42,5.93,60.53,65.41
S4033,60.27,74.14,84.25,41.93,0.1,56.71,53.71
S4034,75.88,54.12,99.26,89.25,0.64,79.3,57.6
S4035,81.7,95.74,77.38,62.92,3.97,62.44,82.62
S4036,69.86,32.05,95.53,45.36,4.31,53.12,48.47
S4037,77.56,34.74,50.67,81.59,0.28,58.46,52.51
S4038,60.56,58.49,74.63,88.58,8.74,78.08,56.48
S4039,71.9,100.0,86.09,61.24,2.84,37.62,64.55
S4040,84.15,56.36,45.87,84.41,0.76,58.96,70.93
S4041,77.35,56.7,53.26,24.3,1.46,83.2,55.81
S4042,66.2,34.05,93.28,43.59,0.85,62.14,50.85
S4043,78.36,77.03,44.45,95.85,0.39,69.64,65.22
S4044,85.72,77.16,37.86,65.53,0.83,83.48,59.66
S4045,44.25,74.2,89.5,32.76,2.08,80.17,57.22
S4046,92.39,48.67,83.54,56.02,4.2,57.52,70.26
S4047,69.96,47.28,69.78,51.53,1.08,62.78,53.46
S4048,81.38,36.72,61.18,66.68,1.03,80.38,59.8
S4049,92.96,61.51,54.11,62.58,1.51,80.97,66.02
S4050,54.42,40.55,67.08,73.58,2.48,63.5,51.8
S4051,64.36,38.81,90.44,68.61,3.34,64.09,55.89
S4052,70.67,52.37,66.29,97.19,0.95,69.55,60.26
S4053,63.24,51.2,100.0,78.49,2.12,88.24,71.9
S4054,100.0,50.32,45.84,79.15,1.18,83.15,69.7
S4055,62.15,68.4,61.65,93.3,3.02,76.79,57.91
S4056,66.67,61.42,55.28,62.22,0.43,46.66,52.66
S4057,78.07,54.81,42.47,44.76,0.71,60.33,47.56
S4058,56.97,63.29,59.24,94.14,1.33,61.22,64.46
S4059,69.06,42.15,69.51,72.72,5.28,89.11,59.23
S4060,79.76,61.9,71.44,72.79,2.04,60.94,77.85
S4061,70.01,62.71,100.0,57.33,8.07,86.31,72.62
S4062,73.6,32.95,70.36,57.66,0.26,55.3,60.46
S4063,67.06,77.92,82.7,86.93,1.48,56.65,62.25
S4064,52.28,44.13,63.19,89.69,1.3,73.18,56.03
S4065,79.82,61.63,92.21,85.68,2.2,91.66,77.54
S4066,100.0,80.96,100.0,85.86,4.01,61.4,76.02
S4067,75.28,76.66,71.56,81.38,4.42,21.43,65.15
S4068,78.38,60.62,44.13,72.63,2.66,38.41,62.92
S4069,85.39,53.48,52.12,66.49,2.46,70.07,58.71
S4070,55.96,77.06,67.07,94.21,7.14,39.93,59.4
S4071,100.0,72.14,70.22,62.53,1.16,50.29,79.28
S4072,78.03,48.87,74.57,77.4,4.29,65.21,57.44
S4073,99.48,45.69,70.28,53.92,6.11,23.36,62.48
S4074,64.0,22.7,62.13,56.81,1.62,58.54,43.9
S4075,100.0,62.77,50.55,65.28,3.13,45.2,57.92
S4076,86.63,58.51,69.22,53.92,1.14,39.51,64.26
S4077,83.3,80.45,95.39,85.96,0.42,51.36,73.0
S4078,78.51,66.46,80.36,43.04,2.12,46.82,63.63
S4079,71.27,84.02,71.62,71.98,0.52,72.98,53.77
S4080,93.01,47.45,80.53,72.65,1.47,85.34,72.03
S4081,77.11,80.49,55.32,33.78,4.95,58.8,55.54
S4082,45.49,50.48,52.85,61.18,0.22,54.87,35.54
S4083,58.24,74.0,48.54,75.11,0.07,57.96,67.48
S4084,72.21,33.74,59.74,78.57,2.24,46.16,57.88
S4085,79.65,64.23,54.4,65.91,0.96,43.09,59.68
S4086,74.15,24.28,83.75,83.54,1.3,37.03,64.52
S4087,93.28,55.19,53.44,67.81,1.25,42.4,61.57
S4088,45.73,67.93,47.55,70.27,0.22,92.74,49.66
S4089,77.15,50.62,96.97,75.03,0.01,53.26,64.34
S4090,47.73,41.09,53.88,88.54,5.49,14.99,44.38
S4091,86.4,75.23,64.76,56.49,0.59,55.02,60.87
S4092,73.58,58.14,70.12,60.26,1.33,37.96,50.0
S4093,81.29,51.19,41.54,56.62,8.57,66.01,52.43
S4094,62.04,60.75,84.24,63.36,4.21,64.18,67.9
S4095,94.19,100.0,73.47,98.52,0.27,65.95,81.74
S4096,90.63,80.76,90.05,81.45,1.7,64.31,73.3
S4097,83.75,80.93,49.77,47.38,3.14,58.66,55.45
S4098,73.06,67.84,63.78,57.99,2.88,40.25,56.32
S4099,83.7,63.0,62.71,77.46,3.43,63.73,55.67
S4100,64.4,16.87,66.75,51.87,1.47,82.32,50.33
S4101,87.83,47.78,35.82,55.49,0.46,95.83,62.49
S4102,99.74,51.35,64.0,96.9,1.5,60.95,83.59
S4103,91.06,26.25,36.32,57.73,2.51,62.8,44.85
S4104,64.06,39.17,68.45,89.09,2.25,73.51,64.8
S4105,80.42,24.34,23.68,95.11,0.18,90.39,48.86
S4106,55.6,59.31,28.67,55.33,0.16,56.73,38.78
S4107,83.59,74.74,76.73,52.2,8.06,76.78,63.96
S4108,81.76,79.92,52.16,64.48,0.4,51.01,62.67
S4109,46.95,67.47,44.22,48.23,0.84,70.61,43.2
S4110,57.57,42.66,84.88,72.42,3.5,81.5,57.02
S4111,70.75,25.22,67.9,65.89,1.27,43.06,48.49
S4112,70.49,28.38,77.7,77.21,0.48,56.07,51.83
S4113,56.86,37.16,59.01,97.94,1.51,81.23,52.14
S4114,80.83,44.0,100.0,86.35,2.02,75.47,55.94
S4115,78.77,57.12,51.12,79.78,1.45,82.61,62.82
S4116,72.09,41.75,93.4,30.68,6.03,79.42,61.02
S4117,63.66,66.1,60.9,78.87,0.8,59.2,54.68
S4118,90.73,55.82,32.22,100.0,2.6,100.0,68.75
S4119,99.83,60.19,70.69,9.79,0.29,67.33,67.86
S4120,67.75,80.52,67.67,83.79,1.2,13.05,61.19
S4121,65.82,38.76,43.08,66.81,3.24,60.2,58.47
S4122,82.37,67.54,45.4,53.0,0.61,57.02,70.57
S4123,69.63,59.75,61.56,86.02,2.14,78.52,78.68
S4124,72.91,54.0,68.3,100.0,0.4,57.33,56.49
S4125,86.09,75.93,17.53,85.5,0.26,83.68,54.44
S4126,46.36,75.82,80.96,62.58,1.78,74.49,58.0
S4127,94.77,42.96,53.1,51.13,2.7,48.0,57.5
S4128,76.09,56.72,38.03,72.89,0.29,62.61,64.83
S4129,68.83,65.06,78.94,87.46,6.0,51.82,71.07
S4130,73.66,55.09,61.57,62.26,0.61,68.14,50.99
S4131,74.44,70.53,83.89,64.19,0.31,51.71,60.78
S4132,49.03,65.06,69.88,100.0,0.54,66.27,60.89
S4133,97.42,92.99,61.97,91.57,0.45,60.37,66.41
S4134,75.62,32.45,59.25,93.0,0.23,62.41,57.63
S4135,81.65,57.8,70.69,40.79,3.84,99.87,57.0
S4136,89.27,43.65,54.56,55.86,1.64,58.87,47.14
S4137,59.68,70.87,46.65,71.49,1.18,32.11,47.27
S4138,82.1,30.89,72.98,49.98,7.22,82.27,63.1
S4139,70.99,66.23,59.4,100.0,1.11,82.14,69.07
S4140,87.7,48.66,62.6,98.21,0.44,31.36,62.84
S4141,43.09,46.79,81.61,59.33,0.77,53.08,56.99
S4142,73.51,33.96,59.95,100.0,0.66,72.41,65.04
S4143,65.96,51.63,62.27,69.91,1.66,73.91,59.2
S4144,81.48,79.52,51.21,100.0,0.83,64.92,68.82
S4145,82.05,59.55,69.75,72.89,1.74,65.3,65.49
S4146,64.39,71.3,68.3,81.52,2.66,49.04,61.59
S4147,64.32,89.96,78.21,98.0,3.6,24.2,55.59
S4148,73.34,64.75,51.58,95.55,2.97,99.84,74.22
S4149,61.55,49.94,53.76,80.21,0.55,48.53,55.67
S4150,87.63,68.41,76.26,67.18,0.3,68.0,60.57
S4151,69.46,50.2,66.54,80.28,1.88,62.3,68.49
S4152,31.4,50.92,45.69,53.68,0.53,80.25,39.97
S4153,69.38,32.64,85.52,73.04,0.21,66.95,58.09
S4154,59.42,76.67,31.43,47.81,1.8,67.61,57.45
S4155,50.53,53.05,76.12,34.38,0.95,20.22,47.44
S4156,56.44,63.28,39.23,71.01,3.39,50.83,60.05
S4157,76.64,41.35,95.94,95.25,0.91,77.66,67.01
S4158,94.93,67.85,34.2,88.52,9.24,76.13,79.8
S4159,79.7,46.29,82.74,68.36,3.41,48.82,57.9
S4160,65.9,57.45,60.53,100.0,0.14,38.17,66.87
S4161,81.84,75.8,55.4,58.62,1.71,67.15,49.47
S4162,68.11,74.23,65.34,31.64,1.98,15.58,45.64
S4163,64.58,59.6,73.37,26.36,2.85,45.47,54.46
S4164,57.68,28.17,45.72,46.38,1.65,94.92,44.07
S4165,48.72,100.0,47.32,86.33,1.59,89.57,63.89
S4166,69.15,91.43,73.69,57.3,1.1,73.28,67.04
S4167,77.37,73.01,31.27,79.22,0.76,70.22,52.34
S4168,73.55,46.44,51.48,100.0,7.01,31.85,52.97
S4169,68.76,57.96,100.0,48.0,0.92,52.41,63.07
S4170,60.81,50.22,44.58,79.57,0.16,59.98,48.18
S4171,84.12,82.75,82.66,80.78,0.44,52.77,79.77
S4172,55.24,64.73,51.45,52.79,4.67,59.05,52.05
S4173,86.64,45.89,71.16,97.08,2.12,87.09,73.71
S4174,59.97,51.53,73.78,64.25,3.62,55.79,59.74
S4175,63.71,80.18,82.32,62.32,3.97,59.2,62.08
S4176,53.0,88.8,58.4,100.0,4.16,77.57,55.64
S4177,67.48,87.51,97.8,80.46,1.92,40.87,78.16
S4178,89.63,73.63,51.39,88.51,0.47,50.72,60.12
S4179,82.73,55.45,66.22,97.1,0.39,52.46,62.6
S4180,89.68,1.65,66.41,56.99,2.05,65.95,51.29
S4181,82.83,65.35,41.8,95.0,1.1,59.14,62.54
S4182,58.44,59.97,56.85,59.96,1.96,59.67,59.69
S4183,70.04,62.52,64.91,59.11,1.66,53.7,58.09
S4184,63.3,60.97,54.22,64.56,2.21,46.8,53.57
S4185,94.96,36.13,100.0,57.56,0.08,75.36,73.28
S4186,57.05,70.03,46.9,86.44,0.08,59.26,60.19
S4187,88.41,71.38,83.23,75.34,3.07,75.52,69.0
S4188,88.39,72.28,77.42,60.18,0.52,46.1,59.05
S4189,100.0,77.04,61.75,83.49,2.53,53.69,66.98
S4190,68.85,70.87,46.43,64.5,1.9,61.24,57.13
S4191,85.68,52.62,48.17,63.44,9.61,62.83,54.71
S4192,100.0,58.72,52.68,70.97,4.33,77.82,68.42
S4193,65.74,61.64,29.86,79.27,1.28,57.68,52.26
S4194,51.97,61.94,43.94,77.8,2.3,77.69,39.5
S4195,46.8,77.97,35.32,62.74,0.3,71.37,42.62
S4196,85.69,71.59,86.23,86.94,1.17,63.18,55.62
S4197,46.75,97.39,73.13,65.55,3.18,48.83,60.03
S4198,69.42,99.72,76.15,56.9,2.34,77.87,76.46
S4199,81.56,61.43,72.6,40.64,1.59,49.25,47.67
S4200,77.78,0.0,65.01,89.66,0.47,64.64,44.66
S4201,81.38,82.26,88.29,70.25,3.9,64.08,72.37
S4202,78.33,50.27,51.01,74.22,0.77,61.48,51.12
S4203,94.18,45.57,63.92,90.92,4.12,58.38,60.57
S4204,60.72,52.83,75.45,60.45,2.27,51.02,59.39
S4205,64.85,51.96,38.22,42.51,1.12,37.51,41.97
S4206,63.41,71.02,100.0,71.4,0.1,88.86,60.78
S4207,87.45,31.93,62.51,76.16,0.63,56.64,45.63
S4208,88.51,40.6,64.56,64.74,5.28,62.82,75.04
S4209,81.77,66.18,84.62,99.47,4.09,62.72,80.61
S4210,92.75,71.21,78.47,20.28,2.05,83.63,62.85
S4211,57.33,71.55,62.69,92.4,1.51,97.86,66.11
S4212,100.0,45.83,64.34,85.82,2.5,67.72,65.0
S4213,97.85,42.39,34.93,79.14,1.51,62.33,61.84
S4214,86.03,50.88,51.98,3.28,2.48,45.9,43.28
S4215,100.0,64.32,71.31,95.68,0.88,40.46,67.7
S4216,50.15,86.74,69.99,49.47,4.38,34.84,59.71
S4217,67.13,23.15,83.98,59.85,2.9,51.47,62.51
S4218,63.97,56.03,59.83,66.59,0.96,29.46,57.03
S4219,85.82,36.01,37.03,78.15,4.26,83.34,65.65
S4220,59.25,30.26,81.02,82.79,1.6,72.19,55.63
S4221,86.36,77.41,87.85,87.86,0.46,60.72,70.38
S4222,95.56,69.8,78.17,86.32,0.19,83.86,63.28
S4223,85.43,68.09,59.05,75.06,2.89,46.79,64.6
S4224,79.26,76.58,80.8,78.32,4.81,51.06,72.82
S4225,60.18,51.37,100.0,48.18,3.95,32.13,55.94
S4226,62.3,52.21,64.07,54.98,2.56,78.16,51.51
S4227,93.74,99.34,38.39,87.91,0.37,51.22,76.93
S4228,86.69,55.56,51.45,86.74,0.24,65.27,66.52
S4229,74.41,73.23,73.26,84.48,1.02,82.04,77.16
S4230,68.73,60.11,33.11,59.71,4.63,88.3,50.21
S4231,44.61,26.73,65.05,88.21,7.83,64.5,48.86
S4232,58.94,23.2,68.85,46.78,0.66,71.53,54.86
S4233,100.0,49.58,89.63,91.55,3.45,49.63,72.98
S4234,55.79,79.01,85.58,64.78,2.05,93.62,63.56
S4235,77.84,74.19,77.56,100.0,0.08,62.18,68.07
S4236,90.11,76.45,23.07,39.57,1.88,66.36,55.88
S4237,56.18,42.23,78.58,100.0,3.94,58.08,67.0
S4238,77.77,89.09,74.7,62.77,0.78,85.39,69.58
S4239,89.07,42.63,66.61,62.41,5.46,68.39,67.79
S4240,75.19,63.83,30.86,73.9,0.65,77.94,59.74
S4241,100.0,59.81,48.02,56.06,0.19,71.02,56.9
S4242,49.97,56.87,41.0,68.55,0.42,61.25,43.41
S4243,90.88,84.09,25.73,55.25,4.35,80.8,60.53
S4244,72.41,47.31,61.95,55.98,1.3,70.87,48.06
S4245,86.58,35.71,47.64,79.74,3.83,48.66,53.97
S4246,81.62,60.36,100.0,51.97,1.82,48.18,75.08
S4247,64.0,52.8,58.96,54.64,1.57,67.53,53.9
S4248,78.43,100.0,85.29,42.54,3.95,80.43,68.47
S4249,47.13,72.18,33.76,59.92,1.32,92.87,63.4
S4250,84.05,52.63,52.46,96.23,3.89,34.79,56.3
S4251,79.47,40.99,63.74,53.08,0.25,65.44,49.68
S4252,84.58,26.15,45.65,55.37,2.43,73.32,59.73
S4253,90.87,41.55,54.4,73.88,2.91,70.03,65.41
S4254,80.51,62.07,58.08,62.58,5.5,82.16,63.73
S4255,77.22,85.69,57.79,100.0,0.61,76.14,75.91
S4256,61.78,80.19,95.39,66.75,2.22,48.25,68.32
S4257,64.32,64.12,68.81,76.7,1.36,47.75,52.51
S4258,92.8,54.18,70.63,88.88,1.16,70.31,54.72
S4259,96.55,64.84,71.71,88.49,0.27,81.84,69.64
S4260,71.43,50.66,73.03,74.67,0.35,67.44,67.22
S4261,75.69,90.93,60.51,66.78,4.35,38.18,62.65
S4262,61.43,56.59,56.23,100.0,3.32,47.2,62.06
S4263,92.59,58.45,65.0,68.0,1.16,76.76,67.4
S4264,84.98,20.12,82.82,61.17,4.23,59.07,48.87
S4265,100.0,56.48,82.27,57.08,0.2,67.01,65.68
S4266,61.83,75.06,57.67,35.46,2.35,83.11,58.96
S4267,69.33,40.78,75.82,86.43,4.86,44.56,55.78
S4268,78.47,46.49,58.5,23.04,4.38,57.96,49.88
S4269,84.7,74.27,62.61,69.89,1.12,56.11,67.55
S4270,71.76,33.42,53.48,65.9,3.28,71.04,54.39
S4271,61.91,79.04,58.73,100.0,1.34,78.14,72.8
S4272,88.22,50.42,86.14,33.37,4.4,39.84,62.86
S4273,85.82,53.01,63.66,51.98,1.82,64.91,54.25
S4274,61.26,39.77,64.44,67.28,3.47,79.78,53.1
S4275,95.33,66.8,35.95,66.05,0.2,33.47,57.86
S4276,92.55,100.0,56.43,59.01,2.14,63.91,78.77
S4277,77.01,74.07,57.66,68.38,1.92,44.33,58.41
S4278,76.19,44.44,47.08,44.81,2.26,54.09,40.22
S4279,83.31,80.44,62.39,77.14,2.85,22.41,67.28
S4280,62.07,54.3,54.27,23.57,6.01,88.68,48.11
S4281,75.45,84.74,63.44,69.48,3.7,58.95,58.95
S4282,42.71,74.52,64.19,57.99,0.6,51.28,52.66
S4283,88.15,7.02,44.8,90.33,4.2,70.58,60.94
S4284,51.58,41.93,54.82,100.0,0.31,47.28,48.69
S4285,97.55,77.0,63.39,63.38,2.34,45.67,70.69
S4286,70.05,62.73,83.32,97.81,5.14,90.68,77.12
S4287,71.82,41.57,66.62,63.68,0.26,95.75,63.6
S4288,65.58,48.6,50.09,50.68,4.55,54.93,47.11
S4289,70.68,25.69,69.18,100.0,3.85,83.15,55.15
S4290,96.28,58.41,92.74,80.42,1.68,71.05,68.4
S4291,37.68,99.79,78.5,70.09,0.89,40.96,64.88
S4292,94.15,74.49,71.86,83.74,1.25,49.22,74.92
S4293,80.07,99.43,75.06,75.48,8.31,91.37,73.79
S4294,56.89,75.88,87.92,68.62,0.54,40.74,74.42
S4295,58.87,78.49,81.36,43.47,2.08,100.0,57.79
S4296,100.0,95.53,72.2,64.59,0.21,55.29,79.87
S4297,60.82,66.79,81.24,82.47,0.59,91.87,75.78
S4298,57.7,56.63,42.53,67.54,3.46,59.81,52.76
S4299,92.06,78.59,34.96,88.05,0.86,78.6,62.61
S4300,80.08,86.17,64.83,77.67,10.21,88.72,71.36
S4301,60.93,51.36,63.24,52.44,1.67,88.63,54.14
S4302,78.25,47.01,52.21,43.62,1.74,55.07,58.81
S4303,59.61,62.5,76.87,66.86,0.09,50.42,50.69
S4304,91.51,74.97,28.47,59.52,7.53,63.62,51.58
S4305,90.92,74.37,52.37,76.73,0.46,42.89,66.28
S4306,82.98,34.36,53.27,55.64,1.86,69.07,57.94
S4307,80.42,94.41,32.55,57.69,1.21,51.05,71.67
S4308,100.0,48.46,88.91,91.06,1.29,83.41,66.82
S4309,75.0,55.23,37.53,72.96,2.47,55.31,54.21
S4310,57.27,43.75,51.41,55.95,2.6,35.38,53.55
S4311,81.74,100.0,78.34,70.35,0.4,88.82,76.47
S4312,100.0,64.36,73.63,97.58,1.66,68.12,73.7
S4313,59.78,44.68,42.05,75.88,3.75,65.5,56.84
S4314,69.58,75.55,74.28,81.86,1.41,83.6,65.11
S4315,81.25,73.84,67.22,54.96,0.44,79.82,70.07
S4316,74.19,56.62,100.0,90.53,0.9,52.05,61.59
S4317,60.27,75.13,69.27,100.0,0.57,57.35,55.85
S4318,91.83,45.14,59.46,54.17,0.32,46.08,55.13
S4319,100.0,51.13,46.58,46.36,1.14,40.1,40.7
S4320,77.94,23.82,48.6,73.51,1.87,74.84,53.92
S4321,61.44,36.17,47.14,87.51,0.18,71.67,42.01
S4322,51.77,92.54,86.68,68.17,2.22,77.93,69.61
S4323,78.87,89.55,62.32,48.94,11.92,86.79,73.18
S4324,91.56,61.18,72.17,67.83,7.99,78.17,71.14
S4325,82.13,89.93,89.26,81.96,4.24,79.68,81.37
S4326,74.96,57.12,19.55,61.86,0.74,29.67,47.92
S4327,66.16,55.62,85.02,82.15,0.05,59.78,61.24
S4328,58.62,61.02,63.0,93.29,4.3,81.4,74.73
